timestamp,mode,run_name,checkpoint_path,evaluation_episodes,first_seed,last_seed,mean_return,std_return,mean_score,std_score,mean_length,std_length
2026-06-07T11:07:56,final,antistall_momentum_dqn_seed42,/home/sail/minh/Hill-Climb-Racing-DQN/runs/antistall_momentum_dqn_seed42/checkpoints/best_model.pt,30,10000,10029,2414.2802,962.2373,516.4667,143.6616,2137.5000,688.0947
