timestamp,mode,run_name,checkpoint_path,evaluation_episodes,first_seed,last_seed,mean_return,std_return,mean_score,std_score,mean_length,std_length
2026-06-06T23:16:47,final,momentum_sensitive_double_dqn_seed999,/home/sail/minh/Hill-Climb-Racing-DQN/runs/momentum_sensitive_double_dqn_seed999/checkpoints/best_model.pt,30,10000,10029,760.8665,2226.3269,460.1000,93.7217,2236.8000,698.7300
