timestamp,mode,run_name,checkpoint_path,evaluation_episodes,first_seed,last_seed,mean_return,std_return,mean_score,std_score,mean_length,std_length
2026-06-04T23:09:23,final,vanilla_dqn_seed42,/home/sail/minh/Hill-Climb-Racing-DQN/runs/vanilla_dqn_seed42/checkpoints/best_model.pt,30,10000,10029,2131.1302,1854.5432,438.6333,99.9725,2804.6333,426.8843
