episode,global_step,episode_return,episode_score,episode_length,epsilon,mean_loss,eval_mean_return,eval_mean_score,eval_mean_length
1,659,-535.1796,15.0,659,0.995,0.0,0.0,0.0,0.0
2,880,-126.6464,3.0,221,0.990025,0.0,0.0,0.0,0.0
3,1486,-686.4478,1.0,606,0.985075,0.0,0.0,0.0,0.0
4,1880,-7.4681,14.0,394,0.98015,0.0,0.0,0.0,0.0
5,2400,-2801.8729,13.0,520,0.975249,27.953048,0.0,0.0,0.0
6,3408,-825.4104,4.0,1008,0.970373,41.881578,0.0,0.0,0.0
7,4144,-921.3729,6.0,736,0.965521,32.765756,0.0,0.0,0.0
8,4734,415.4133,46.0,590,0.960693,26.286425,0.0,0.0,0.0
9,5429,-2438.3016,18.0,695,0.95589,28.776551,0.0,0.0,0.0
10,5588,-203.6699,0.0,159,0.95111,39.445408,0.0,0.0,0.0
11,5797,-396.2233,2.0,209,0.946355,26.546659,0.0,0.0,0.0
12,5950,23.9519,8.0,153,0.941623,47.795375,0.0,0.0,0.0
13,6178,-25.5295,10.0,228,0.936915,54.469713,0.0,0.0,0.0
14,6511,-20.9945,12.0,333,0.93223,44.251312,0.0,0.0,0.0
15,7065,-967.5533,1.0,554,0.927569,48.861577,0.0,0.0,0.0
16,7406,83.6804,16.0,341,0.922931,34.001853,0.0,0.0,0.0
17,7527,-338.1169,0.0,121,0.918316,14.226732,0.0,0.0,0.0
18,8728,-1400.0735,7.0,1201,0.913725,30.400548,0.0,0.0,0.0
19,8799,-57.9795,5.0,71,0.909156,18.27474,0.0,0.0,0.0
20,9593,287.0824,40.0,794,0.90461,33.619105,0.0,0.0,0.0
21,10794,-3084.8633,3.0,1201,0.900087,19.296726,0.0,0.0,0.0
22,11349,-318.928,22.0,555,0.895587,27.215955,0.0,0.0,0.0
23,11967,-1624.0976,8.0,618,0.891109,20.284956,0.0,0.0,0.0
24,12443,-1035.743,0.0,476,0.886654,28.175975,0.0,0.0,0.0
25,12912,-590.4264,2.0,469,0.88222,29.719036,-251.9352,0.8,260.2
26,13947,-759.7319,15.0,1035,0.877809,21.556247,0.0,0.0,0.0
27,14203,-270.1235,2.0,256,0.87342,33.680574,0.0,0.0,0.0
28,14544,-122.0849,3.0,341,0.869053,20.53477,0.0,0.0,0.0
29,15178,448.0628,55.0,634,0.864708,32.530986,0.0,0.0,0.0
30,16379,-1551.9841,4.0,1201,0.860384,30.037526,0.0,0.0,0.0
31,17511,-1417.5123,21.0,1132,0.856082,25.336782,0.0,0.0,0.0
32,17825,148.2167,12.0,314,0.851802,14.576642,0.0,0.0,0.0
33,17959,-21.7765,2.0,134,0.847543,58.737987,0.0,0.0,0.0
34,19160,-3633.118,21.0,1201,0.843305,24.460718,0.0,0.0,0.0
35,20396,-289.8322,43.0,1236,0.839089,24.330267,0.0,0.0,0.0
36,21268,-2511.4137,4.0,872,0.834893,31.018087,0.0,0.0,0.0
37,21378,-130.6485,0.0,110,0.830719,16.49839,0.0,0.0,0.0
38,21857,-1774.2146,18.0,479,0.826565,23.545579,0.0,0.0,0.0
39,22883,-240.9195,34.0,1026,0.822432,26.710404,0.0,0.0,0.0
40,23664,7.1746,41.0,781,0.81832,28.463795,0.0,0.0,0.0
41,23791,-135.8854,1.0,127,0.814229,16.234871,0.0,0.0,0.0
42,24425,385.0152,60.0,634,0.810157,27.572463,0.0,0.0,0.0
43,25240,-257.3101,41.0,815,0.806107,33.683512,0.0,0.0,0.0
44,25926,-27.4628,33.0,686,0.802076,21.065917,0.0,0.0,0.0
45,26871,211.5183,68.0,945,0.798066,31.435228,0.0,0.0,0.0
46,27021,-205.2728,0.0,150,0.794075,34.843268,0.0,0.0,0.0
47,27335,8.7167,32.0,314,0.790105,14.614882,0.0,0.0,0.0
48,27614,87.4335,10.0,279,0.786154,42.824251,0.0,0.0,0.0
49,27682,-118.1142,0.0,68,0.782224,43.209786,0.0,0.0,0.0
50,27813,-122.9057,2.0,131,0.778313,19.063627,-324.4504,12.4,1022.5
51,28823,-1182.3916,5.0,1010,0.774421,28.712378,0.0,0.0,0.0
52,29126,-602.7463,2.0,303,0.770549,29.143204,0.0,0.0,0.0
53,30327,-95.2485,15.0,1201,0.766696,21.305051,0.0,0.0,0.0
