episode,global_step,episode_return,episode_score,episode_length,epsilon,mean_loss,eval_mean_return,eval_mean_score,eval_mean_length
1,202,-296.5609,1.0,202,0.995,0.0,0.0,0.0,0.0
2,2220,-11848.3757,19.0,2018,0.990025,72.654576,0.0,0.0,0.0
3,2297,-52.9985,5.0,77,0.985075,65.683838,0.0,0.0,0.0
4,3221,-1937.2646,5.0,924,0.98015,68.399481,0.0,0.0,0.0
5,3519,83.1321,11.0,298,0.975249,66.108776,0.0,0.0,0.0
6,3791,69.6791,15.0,272,0.970373,50.904354,0.0,0.0,0.0
7,4901,-599.6239,25.0,1110,0.965521,49.74466,0.0,0.0,0.0
8,5588,-770.5081,19.0,687,0.960693,42.955959,0.0,0.0,0.0
9,6747,-3957.6773,5.0,1159,0.95589,41.217954,0.0,0.0,0.0
10,6910,-168.658,2.0,163,0.95111,45.441356,0.0,0.0,0.0
11,7144,68.1459,15.0,234,0.946355,41.690431,0.0,0.0,0.0
12,7643,-1015.8902,1.0,499,0.941623,35.172352,0.0,0.0,0.0
13,7989,177.5434,33.0,346,0.936915,41.878552,0.0,0.0,0.0
14,9190,-10893.0971,6.0,1201,0.93223,42.71665,0.0,0.0,0.0
15,10261,-2402.9913,30.0,1071,0.927569,38.245222,0.0,0.0,0.0
16,11328,-1973.7776,20.0,1067,0.922931,31.611979,0.0,0.0,0.0
17,12061,-92.2529,35.0,733,0.918316,34.533637,0.0,0.0,0.0
18,13665,-5596.026,17.0,1604,0.913725,31.398182,0.0,0.0,0.0
19,14866,-4416.7679,13.0,1201,0.909156,32.472829,0.0,0.0,0.0
20,15063,-35.0511,12.0,197,0.90461,28.543846,0.0,0.0,0.0
21,15595,-986.7682,17.0,532,0.900087,32.420743,0.0,0.0,0.0
22,15764,-191.4532,0.0,169,0.895587,36.85623,0.0,0.0,0.0
23,16965,-7930.9886,16.0,1201,0.891109,36.770295,0.0,0.0,0.0
24,17749,-606.7574,24.0,784,0.886654,38.926339,0.0,0.0,0.0
25,17910,-8.8633,9.0,161,0.88222,30.931515,-1237.3782,1.1,860.8
26,18354,-412.6001,7.0,444,0.877809,39.429197,0.0,0.0,0.0
27,18924,-1480.9106,3.0,570,0.87342,41.29585,0.0,0.0,0.0
28,20474,-234.0998,81.0,1550,0.869053,35.238233,0.0,0.0,0.0
29,22623,-4045.6084,54.0,2149,0.864708,33.257156,0.0,0.0,0.0
30,23175,364.6927,34.0,552,0.860384,39.751875,0.0,0.0,0.0
31,23657,386.0113,47.0,482,0.856082,29.499381,0.0,0.0,0.0
32,25252,297.76,78.0,1595,0.851802,40.780188,0.0,0.0,0.0
33,26814,-2777.2268,30.0,1562,0.847543,37.990678,0.0,0.0,0.0
34,27149,140.0764,19.0,335,0.843305,29.29696,0.0,0.0,0.0
35,28322,-2962.7238,26.0,1173,0.839089,38.992249,0.0,0.0,0.0
36,29057,-1261.9741,14.0,735,0.834893,36.026589,0.0,0.0,0.0
37,29283,114.4296,21.0,226,0.830719,41.441277,0.0,0.0,0.0
38,29793,-257.6939,18.0,510,0.826565,28.641247,0.0,0.0,0.0
39,30127,199.0924,30.0,334,0.822432,36.670791,0.0,0.0,0.0
40,31328,-3787.6566,18.0,1201,0.81832,36.15805,0.0,0.0,0.0
41,31879,-1737.4577,16.0,551,0.814229,32.579967,0.0,0.0,0.0
42,32304,-468.4539,5.0,425,0.810157,61.911299,0.0,0.0,0.0
43,32553,129.323,15.0,249,0.806107,44.782798,0.0,0.0,0.0
44,32802,143.2605,29.0,249,0.802076,52.868934,0.0,0.0,0.0
45,33265,30.4345,30.0,463,0.798066,30.111754,0.0,0.0,0.0
46,34182,-2113.9987,19.0,917,0.794075,40.843098,0.0,0.0,0.0
47,34418,116.0937,26.0,236,0.790105,33.864618,0.0,0.0,0.0
48,34722,-308.3626,3.0,304,0.786154,46.146526,0.0,0.0,0.0
49,35923,-4441.3688,11.0,1201,0.782224,29.581988,0.0,0.0,0.0
50,36232,14.4077,20.0,309,0.778313,43.20133,-1690.1659,60.5,1109.6
51,37126,-2012.7032,27.0,894,0.774421,44.575259,0.0,0.0,0.0
52,37398,143.3684,17.0,272,0.770549,37.170909,0.0,0.0,0.0
53,37884,332.4042,32.0,486,0.766696,36.725955,0.0,0.0,0.0
54,38596,-468.2017,27.0,712,0.762863,46.576166,0.0,0.0,0.0
55,39135,-290.5035,34.0,539,0.759048,37.167905,0.0,0.0,0.0
56,39512,100.449,10.0,377,0.755253,26.652036,0.0,0.0,0.0
57,40302,-1449.3516,17.0,790,0.751477,40.160778,0.0,0.0,0.0
