episode,global_step,episode_return,episode_score,episode_length,epsilon,mean_loss,eval_mean_return,eval_mean_score,eval_mean_length
1,363,-100.6582,9.0,363,0.995,0.0,0.0,0.0,0.0
2,1175,19.1394,54.0,812,0.990025,0.0,0.0,0.0,0.0
3,1871,-2594.9487,15.0,696,0.985075,0.0,0.0,0.0,0.0
4,2120,65.4204,20.0,249,0.98015,18.04428,0.0,0.0,0.0
5,3687,547.0254,50.0,1567,0.975249,25.172482,0.0,0.0,0.0
6,4359,-787.3897,4.0,672,0.970373,19.994683,0.0,0.0,0.0
7,4623,96.3653,32.0,264,0.965521,17.393819,0.0,0.0,0.0
8,5684,-1390.0792,10.0,1061,0.960693,18.904486,0.0,0.0,0.0
9,5808,-45.5781,4.0,124,0.95589,11.768991,0.0,0.0,0.0
10,5916,-124.6234,0.0,108,0.95111,24.364035,0.0,0.0,0.0
11,6072,21.3042,16.0,156,0.946355,34.957251,0.0,0.0,0.0
12,6778,-1456.4562,3.0,706,0.941623,28.381039,0.0,0.0,0.0
13,7979,-1458.3126,3.0,1201,0.936915,19.765286,0.0,0.0,0.0
14,9180,-272.0985,30.0,1201,0.93223,19.864499,0.0,0.0,0.0
15,9777,-255.0023,21.0,597,0.927569,16.896448,0.0,0.0,0.0
16,10237,264.2073,37.0,460,0.922931,20.368262,0.0,0.0,0.0
17,10342,-20.4406,10.0,105,0.918316,24.396187,0.0,0.0,0.0
18,10521,-69.2326,9.0,179,0.913725,18.537813,0.0,0.0,0.0
19,11295,-3239.8598,11.0,774,0.909156,22.150069,0.0,0.0,0.0
20,11913,-2379.0765,5.0,618,0.90461,15.734142,0.0,0.0,0.0
21,12371,-88.3077,22.0,458,0.900087,26.317131,0.0,0.0,0.0
22,12654,204.9975,54.0,283,0.895587,27.820113,0.0,0.0,0.0
23,12820,3.9916,10.0,166,0.891109,29.177264,0.0,0.0,0.0
24,14021,-3431.4551,11.0,1201,0.886654,23.153781,0.0,0.0,0.0
25,14138,-42.82,6.0,117,0.88222,22.551111,187.4112,56.6,279.8
26,14267,8.7747,8.0,129,0.877809,22.370564,0.0,0.0,0.0
27,15130,-17.364,44.0,863,0.87342,23.17066,0.0,0.0,0.0
28,15954,-5662.0421,14.0,824,0.869053,24.813247,0.0,0.0,0.0
29,16050,-29.1184,9.0,96,0.864708,29.974652,0.0,0.0,0.0
30,17251,-2349.9723,32.0,1201,0.860384,21.479661,0.0,0.0,0.0
31,17774,-24.7479,27.0,523,0.856082,23.869193,0.0,0.0,0.0
32,18099,-31.9815,17.0,325,0.851802,22.631401,0.0,0.0,0.0
33,18276,52.935,16.0,177,0.847543,29.935226,0.0,0.0,0.0
34,18577,-440.9934,4.0,301,0.843305,18.425539,0.0,0.0,0.0
35,18669,-131.6696,0.0,92,0.839089,20.38998,0.0,0.0,0.0
36,18865,-7.7683,17.0,196,0.834893,24.891532,0.0,0.0,0.0
37,19267,6.5729,28.0,402,0.830719,25.117154,0.0,0.0,0.0
38,19591,218.4496,34.0,324,0.826565,28.685724,0.0,0.0,0.0
39,19982,281.8443,48.0,391,0.822432,24.874914,0.0,0.0,0.0
40,20651,1.0142,17.0,669,0.81832,22.925891,0.0,0.0,0.0
41,22992,-1561.913,138.0,2341,0.814229,21.059284,0.0,0.0,0.0
42,23234,106.7449,8.0,242,0.810157,25.532743,0.0,0.0,0.0
43,24639,-412.9029,53.0,1405,0.806107,24.923054,0.0,0.0,0.0
44,25426,781.544,129.0,787,0.802076,22.823328,0.0,0.0,0.0
45,26826,1046.6348,99.0,1400,0.798066,19.455871,0.0,0.0,0.0
46,27250,-1506.7345,9.0,424,0.794075,28.024826,0.0,0.0,0.0
47,27529,155.843,23.0,279,0.790105,24.698609,0.0,0.0,0.0
48,27705,29.7571,12.0,176,0.786154,17.256978,0.0,0.0,0.0
49,28236,396.3789,28.0,531,0.782224,22.177133,0.0,0.0,0.0
50,30018,-8463.9772,64.0,1782,0.778313,20.702413,-2672.6733,100.4,1819.6
51,31384,504.6629,98.0,1366,0.774421,26.095607,0.0,0.0,0.0
52,31514,9.8068,16.0,130,0.770549,15.536733,0.0,0.0,0.0
53,32338,425.8324,82.0,824,0.766696,24.99791,0.0,0.0,0.0
54,33125,760.7664,121.0,787,0.762863,24.941817,0.0,0.0,0.0
55,33349,108.7565,23.0,224,0.759048,22.470107,0.0,0.0,0.0
56,33598,144.2312,26.0,249,0.755253,25.738538,0.0,0.0,0.0
57,33841,143.2012,32.0,243,0.751477,25.367514,0.0,0.0,0.0
