timestamp,mode,run_name,checkpoint_path,evaluation_episodes,first_seed,last_seed,mean_return,std_return,mean_score,std_score,mean_length,std_length
2026-06-03T23:25:36,final,vanilla_double_dqn_seed7,/home/sail/minh/Hill-Climb-Racing-DQN/runs/vanilla_double_dqn_seed7/checkpoints/best_model.pt,30,10000,10029,1103.7821,294.1225,289.0,74.8167,955.4333,220.6945
