timestamp,mode,run_name,checkpoint_path,evaluation_episodes,first_seed,last_seed,mean_return,std_return,mean_score,std_score,mean_length,std_length
2026-06-01T16:33:01,final,vanilla_dqn_seed123,/home/sail/minh/Hill-Climb-Racing-DQN/runs/vanilla_dqn_seed123/checkpoints/best_model.pt,30,10000,10029,1622.5113,281.2563,374.3667,42.8404,1491.2667,197.7498
