timestamp,mode,run_name,checkpoint_path,evaluation_episodes,first_seed,last_seed,mean_return,std_return,mean_score,std_score,mean_length,std_length
2026-06-04T17:32:28,final,vanilla_double_dqn_seed999,/home/sail/minh/Hill-Climb-Racing-DQN/runs/vanilla_double_dqn_seed999/checkpoints/best_model.pt,30,10000,10029,3137.3704,388.9562,616.3000,65.0831,2641.0000,311.0357
