episode,global_step,episode_return,episode_score,episode_length,epsilon,mean_loss,eval_mean_return,eval_mean_score,eval_mean_length
1,568,194.5506,63.0,568,0.995,0.0,0.0,0.0,0.0
2,1769,-4502.0649,11.0,1201,0.990025,0.0,0.0,0.0,0.0
3,2158,-27.8245,37.0,389,0.985075,46.926541,0.0,0.0,0.0
4,2688,-123.095,11.0,530,0.98015,45.440499,0.0,0.0,0.0
5,3316,-1162.5298,7.0,628,0.975249,35.922467,0.0,0.0,0.0
6,4503,-2604.8311,23.0,1187,0.970373,27.094818,0.0,0.0,0.0
7,4604,-24.1148,9.0,101,0.965521,32.231979,0.0,0.0,0.0
8,4856,145.3328,19.0,252,0.960693,21.827822,0.0,0.0,0.0
9,5518,-2089.8565,8.0,662,0.95589,26.324854,0.0,0.0,0.0
10,6475,-617.3132,6.0,957,0.95111,23.177712,0.0,0.0,0.0
11,6900,-16.9177,27.0,425,0.946355,29.146696,0.0,0.0,0.0
12,7157,65.0672,27.0,257,0.941623,32.738057,0.0,0.0,0.0
13,7368,-217.4799,1.0,211,0.936915,37.491673,0.0,0.0,0.0
14,7574,-17.8494,5.0,206,0.93223,25.974886,0.0,0.0,0.0
15,7769,-32.5575,9.0,195,0.927569,19.091259,0.0,0.0,0.0
16,8095,-723.3103,2.0,326,0.922931,27.092994,0.0,0.0,0.0
17,8249,-358.738,0.0,154,0.918316,16.29183,0.0,0.0,0.0
18,8498,28.9469,12.0,249,0.913725,33.956359,0.0,0.0,0.0
19,8838,226.9407,29.0,340,0.909156,29.181032,0.0,0.0,0.0
20,9329,-1239.8921,4.0,491,0.90461,29.081855,0.0,0.0,0.0
21,9507,-84.3517,5.0,178,0.900087,23.430144,0.0,0.0,0.0
22,9628,-41.8575,8.0,121,0.895587,30.386559,0.0,0.0,0.0
23,10829,-2150.7527,5.0,1201,0.891109,23.085359,0.0,0.0,0.0
24,11089,26.9099,13.0,260,0.886654,23.135779,0.0,0.0,0.0
25,11190,-26.4458,7.0,101,0.88222,24.81639,310.8889,95.6,353.3
26,11372,54.6091,12.0,182,0.877809,41.004536,0.0,0.0,0.0
27,12275,-394.7507,7.0,903,0.87342,21.630989,0.0,0.0,0.0
28,12420,12.695,4.0,145,0.869053,13.629077,0.0,0.0,0.0
29,12904,-1485.0828,6.0,484,0.864708,21.921094,0.0,0.0,0.0
