timestamp,mode,run_name,checkpoint_path,evaluation_episodes,first_seed,last_seed,mean_return,std_return,mean_score,std_score,mean_length,std_length
2026-06-07T11:14:41,final,antistall_momentum_dqn_seed999,/home/sail/minh/Hill-Climb-Racing-DQN/runs/antistall_momentum_dqn_seed999/checkpoints/best_model.pt,30,10000,10029,2306.0234,985.3018,497.2667,197.9663,1929.1667,768.1607
