episode,global_step,episode_return,episode_score,episode_length,epsilon,mean_loss,eval_mean_return,eval_mean_score,eval_mean_length
1,1360,-8749.8019,18.0,1360,0.995,0.0,0.0,0.0,0.0
2,1529,39.5773,7.0,169,0.990025,0.0,0.0,0.0,0.0
3,1849,76.3833,17.0,320,0.985075,0.0,0.0,0.0,0.0
4,2112,172.3538,40.0,263,0.98015,46.364067,0.0,0.0,0.0
5,2277,-193.5852,0.0,165,0.975249,58.883046,0.0,0.0,0.0
6,3138,-847.9919,15.0,861,0.970373,44.922308,0.0,0.0,0.0
7,3340,-141.1284,4.0,202,0.965521,54.161662,0.0,0.0,0.0
8,3491,25.8658,10.0,151,0.960693,41.244546,0.0,0.0,0.0
9,3823,-20.874,7.0,332,0.95589,36.996805,0.0,0.0,0.0
10,3995,-132.0568,1.0,172,0.95111,44.671597,0.0,0.0,0.0
11,4946,-2528.6197,31.0,951,0.946355,46.395503,0.0,0.0,0.0
12,5179,-13.7255,10.0,233,0.941623,43.380616,0.0,0.0,0.0
13,5309,-30.9633,8.0,130,0.936915,44.23283,0.0,0.0,0.0
14,5596,-276.224,0.0,287,0.93223,37.758009,0.0,0.0,0.0
15,6675,-746.7863,9.0,1079,0.927569,38.476516,0.0,0.0,0.0
16,6769,-33.7352,9.0,94,0.922931,41.140698,0.0,0.0,0.0
17,7217,-508.8706,12.0,448,0.918316,34.211186,0.0,0.0,0.0
18,7721,-301.4858,28.0,504,0.913725,37.871839,0.0,0.0,0.0
19,8211,-538.9039,4.0,490,0.909156,31.187353,0.0,0.0,0.0
20,9412,-1411.2402,3.0,1201,0.90461,30.925944,0.0,0.0,0.0
21,10613,-5073.6044,8.0,1201,0.900087,31.424947,0.0,0.0,0.0
22,11198,-158.2554,19.0,585,0.895587,29.521218,0.0,0.0,0.0
23,11961,-1278.301,1.0,763,0.891109,23.792075,0.0,0.0,0.0
24,12768,51.4107,52.0,807,0.886654,35.668226,0.0,0.0,0.0
25,13824,-7981.9845,16.0,1056,0.88222,28.953647,-21.5499,9.4,105.5
26,14007,14.6627,12.0,183,0.877809,40.734194,0.0,0.0,0.0
27,14240,-31.526,16.0,233,0.87342,38.722463,0.0,0.0,0.0
28,14420,46.1895,7.0,180,0.869053,40.467021,0.0,0.0,0.0
29,15018,-1440.5075,17.0,598,0.864708,39.870322,0.0,0.0,0.0
30,15365,-655.4361,2.0,347,0.860384,39.989013,0.0,0.0,0.0
31,15758,-144.7925,16.0,393,0.856082,42.890034,0.0,0.0,0.0
32,16494,-740.7802,0.0,736,0.851802,44.538862,0.0,0.0,0.0
33,16669,52.2933,12.0,175,0.847543,38.933982,0.0,0.0,0.0
34,17393,-1052.7619,13.0,724,0.843305,39.561881,0.0,0.0,0.0
35,17673,153.5007,19.0,280,0.839089,46.129379,0.0,0.0,0.0
36,19308,-15743.0344,34.0,1635,0.834893,33.299793,0.0,0.0,0.0
37,19599,-77.681,4.0,291,0.830719,60.27461,0.0,0.0,0.0
