episode,global_step,episode_return,episode_score,episode_length,epsilon,mean_loss,eval_mean_return,eval_mean_score,eval_mean_length
161,159852,1075.0588,228.0,989,0.446186,14.652454,0.0,0.0,0.0
162,160002,10.0294,10.0,150,0.443955,11.33436,0.0,0.0,0.0
163,162874,3279.1117,562.0,2872,0.441735,16.204133,0.0,0.0,0.0
164,163995,1280.8857,303.0,1121,0.439527,14.101868,0.0,0.0,0.0
165,166995,3427.1599,550.0,3000,0.437329,15.588181,0.0,0.0,0.0
166,169720,2952.8649,538.0,2725,0.435142,15.09093,0.0,0.0,0.0
167,170221,464.7841,97.0,501,0.432967,12.547725,0.0,0.0,0.0
168,170533,221.1827,42.0,312,0.430802,15.648065,0.0,0.0,0.0
169,173533,3605.8759,638.0,3000,0.428648,17.237515,0.0,0.0,0.0
170,174373,-5231.1863,10.0,840,0.426505,19.098807,0.0,0.0,0.0
171,174699,221.7946,32.0,326,0.424372,20.068934,0.0,0.0,0.0
172,175019,18.4143,8.0,320,0.42225,18.831722,0.0,0.0,0.0
173,178019,3599.8067,635.0,3000,0.420139,15.827558,0.0,0.0,0.0
174,178192,52.587,18.0,173,0.418038,12.376808,0.0,0.0,0.0
175,178314,-5.8052,9.0,122,0.415948,16.5602,-4587.3959,14.8,1247.4
176,181281,3422.359,588.0,2967,0.413868,15.706367,0.0,0.0,0.0
177,183284,2315.8671,450.0,2003,0.411799,16.981521,0.0,0.0,0.0
178,183625,159.9773,20.0,341,0.40974,14.734915,0.0,0.0,0.0
179,185517,2158.4546,399.0,1892,0.407691,17.172256,0.0,0.0,0.0
180,186225,78.1847,33.0,708,0.405653,31.648248,0.0,0.0,0.0
181,189225,3513.7068,628.0,3000,0.403625,30.907665,0.0,0.0,0.0
182,191840,2253.5085,491.0,2615,0.401606,19.220937,0.0,0.0,0.0
183,193236,1595.1966,357.0,1396,0.399598,23.821813,0.0,0.0,0.0
184,194437,-1430.5711,9.0,1201,0.3976,18.479317,0.0,0.0,0.0
185,197437,3549.2995,589.0,3000,0.395612,37.252045,0.0,0.0,0.0
186,200437,3285.7404,615.0,3000,0.393634,25.353641,0.0,0.0,0.0
187,201898,-1596.6648,212.0,1461,0.391666,24.121765,0.0,0.0,0.0
188,202460,-2283.5179,17.0,562,0.389708,25.680859,0.0,0.0,0.0
189,202807,242.251,28.0,347,0.387759,14.491965,0.0,0.0,0.0
190,204884,2009.9304,378.0,2077,0.385821,25.744721,0.0,0.0,0.0
191,207235,-1046.7385,303.0,2351,0.383891,20.417462,0.0,0.0,0.0
192,207813,575.1118,132.0,578,0.381972,20.228728,0.0,0.0,0.0
193,208307,464.9926,104.0,494,0.380062,15.278134,0.0,0.0,0.0
194,209199,982.1095,225.0,892,0.378162,20.258993,0.0,0.0,0.0
195,210686,1626.6029,329.0,1487,0.376271,20.98907,0.0,0.0,0.0
196,211902,1389.2653,314.0,1216,0.37439,20.95736,0.0,0.0,0.0
197,212783,931.2738,186.0,881,0.372518,19.528264,0.0,0.0,0.0
198,214792,2325.3759,468.0,2009,0.370655,17.600408,0.0,0.0,0.0
199,216461,1940.3438,403.0,1669,0.368802,16.601698,0.0,0.0,0.0
200,217879,1633.4295,356.0,1418,0.366958,21.996404,3602.1199,698.0,2964.8
201,220309,1629.5671,404.0,2430,0.365123,33.442482,0.0,0.0,0.0
202,220423,-11.9115,13.0,114,0.363297,58.678374,0.0,0.0,0.0
203,221401,1073.493,229.0,978,0.361481,28.601709,0.0,0.0,0.0
204,221725,217.5955,43.0,324,0.359674,16.916757,0.0,0.0,0.0
205,221938,101.784,29.0,213,0.357875,19.243459,0.0,0.0,0.0
206,222152,102.6445,25.0,214,0.356086,20.472592,0.0,0.0,0.0
207,222261,-17.2853,12.0,109,0.354305,19.79144,0.0,0.0,0.0
208,222751,439.5164,86.0,490,0.352534,16.074282,0.0,0.0,0.0
209,225427,392.8146,421.0,2676,0.350771,24.019015,0.0,0.0,0.0
