timestamp,mode,run_name,checkpoint_path,evaluation_episodes,first_seed,last_seed,mean_return,std_return,mean_score,std_score,mean_length,std_length
2026-06-01T11:04:44,final,momentum_sensitive_dqn_seed7,C:\Users\ADMIN\Documents\SPRING 2026\Artificial Intelligent\Hill Climb Racing AI\runs\momentum_sensitive_dqn_seed7\checkpoints\best_model.pt,30,10000,10029,2002.4927,1625.0754,524.9667,173.5357,2097.1,732.9919
