timestamp,mode,run_name,checkpoint_path,evaluation_episodes,first_seed,last_seed,mean_return,std_return,mean_score,std_score,mean_length,std_length
2026-06-04T17:33:38,final,vanilla_double_dqn_seed2026,/home/sail/minh/Hill-Climb-Racing-DQN/runs/vanilla_double_dqn_seed2026/checkpoints/best_model.pt,30,10000,10029,296.2373,1493.9162,351.9000,104.0530,2134.0000,813.2764
